index,account_id,source,source_group,deal_stage,stage_ordinal,outcome,is_won,is_closed,notes_sentiment,notes_word_count,lead_owner,company
58797,643163F12bfEBcD,Chatbot,Inbound,New Lead,0,Open,0,0,-0.3125,5,Fred Klein,Franco-Powers
58798,379D83DdF624Dee,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,-0.2,3,Curtis Short,"Olson, Cooley and Delgado"
58799,Ad51cB8163d7570,Purchased List,Outbound,Disqualified,9,Lost,0,1,0.0,6,Howard Pearson,Brewer Ltd
58800,2483f37De2E7DAD,Chatbot,Inbound,On Hold,6,Open,0,0,0.0,3,Phyllis Robbins,Mahoney-Howell
58801,21A13af0FCdE87F,Facebook Ads,Paid Ads,Re-engagement,1,Open,0,0,0.0,5,Derrick Collins,Li-Johns
58802,76C91B58a24ffee,Other,Other,Proposal Sent,4,Open,0,0,0.2143,7,Jonathon Reynolds,"Sherman, Haas and Baxter"
58803,eB8DefBbB905baA,Referral,Referral / Partner,Disqualified,9,Lost,0,1,0.6,3,Russell Lindsey,"Gomez, Sheppard and Mcintosh"
58804,C68cDA8B0967efD,Website Form,Inbound,Re-engagement,1,Open,0,0,0.0,5,Leslie Finley,Adams and Sons
58805,dc052481C4c9D0a,Cold Call,Outbound,Disqualified,9,Lost,0,1,0.45,5,Brandon Costa,Marsh Inc
58806,bb102F763fff3Ed,Other,Other,Re-engagement,1,Open,0,0,-0.2028,6,Tommy Henderson,Holden-Manning
58807,8677A2380f5691f,Purchased List,Outbound,New Lead,0,Open,0,0,0.0,7,Reginald Hester,Barajas-Navarro
58808,0c36e1dC9C34fCa,Content Marketing,Inbound,Closed Won,7,Won,1,1,0.0,4,Christina Flores,Nixon Inc
58809,3c41ABd73e2BA01,Trade Show,Events,Contacted,3,Open,0,0,0.0,7,Danielle Choi,Cordova Inc
58810,cCfbA6A097dfFe6,Content Marketing,Inbound,Contacted,3,Open,0,0,0.0,7,Karina Wilkinson,"Garza, Dickerson and Mitchell"
58811,D2a72c02f60A78e,Referral,Referral / Partner,Re-engagement,1,Open,0,0,-0.2,5,Dennis Graves,"Conner, Warren and Morgan"
58812,BABdcAC9353925A,Facebook Ads,Paid Ads,Disqualified,9,Lost,0,1,0.0,8,Jonathan Small,"Blake, Curtis and Massey"
58813,5C4Bc520c28Fbc7,Cold Email,Outbound,On Hold,6,Open,0,0,0.0,6,Lauren Terrell,Hogan-Dickson
58814,Bbe3feDBfF5f42f,Partner Program,Referral / Partner,Contacted,3,Open,0,0,0.0333,3,Jeremiah Wright,"Mckenzie, Ingram and Bartlett"
58815,85B7344Ce96fF1c,Webinars,Events,Disqualified,9,Lost,0,1,0.0,7,Miguel Wise,Zavala-Marks
58816,31Bcf39FA4ccBCB,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,6,Daniel Mcdowell,"Reilly, Dixon and Stevenson"
58817,a0E8165AE383b9A,Chatbot,Inbound,New Lead,0,Open,0,0,0.4,8,Kim Hull,"Stout, Nash and Faulkner"
58818,B8E99f8AcC33ffc,Referral,Referral / Partner,Qualified,2,Open,0,0,0.0,7,Mathew Clark,Barry-Joyce
58819,Bcaeac0718aabaa,Webinars,Events,Closed Lost,8,Lost,0,1,0.0,3,Theodore Mcdonald,Potts Ltd
58820,Bd7ac7977DCe4dF,Chatbot,Inbound,Closed Won,7,Won,1,1,0.0,5,Carrie Hensley,"Santiago, Harrison and Padilla"
58821,1817B828Fec4dE4,Organic Search (SEO),Inbound,Contacted,3,Open,0,0,0.0,7,Nathaniel Leonard,Randall LLC
58822,97B60dD1D1BC2FA,Podcast,Events,Qualified,2,Open,0,0,0.0,5,Alec Friedman,Goodwin-Wong
58823,EcCBadd49612f83,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,0.0,7,Donald Valdez,Patterson-Bell
58824,fBe6A4BE059fB66,Organic Search (SEO),Inbound,Closed Lost,8,Lost,0,1,0.4,7,Diane Quinn,"Dunlap, Suarez and Barton"
58825,aBA23CfEF7Cace8,Social Media,Social Media,Qualified,2,Open,0,0,0.0,6,Guy Dominguez,"Casey, Hampton and Brandt"
58826,70C0189b1abB313,Cold Call,Outbound,Disqualified,9,Lost,0,1,0.0,5,Gwendolyn Petersen,"Walter, Nichols and Myers"
58827,D92D5E6EBD5cEE8,Partner Program,Referral / Partner,Qualified,2,Open,0,0,-0.2444,7,Sonia Rush,"Gates, Roth and Andrews"
58828,68d5cdda73e4f55,Google Ads,Paid Ads,Contacted,3,Open,0,0,-0.2,7,Veronica Price,Anderson-Blanchard
58829,dDABaf0B70B26E8,Google Ads,Paid Ads,Disqualified,9,Lost,0,1,0.0,3,Marcia Mckay,Gillespie LLC
58830,5CE8b1Bc9b9aBcF,Chatbot,Inbound,Closed Lost,8,Lost,0,1,0.0,6,Jay Anthony,Zamora-Jarvis
58831,76cDd9BED4A12e1,Retargeting Ads,Paid Ads,Negotiation,5,Open,0,0,0.0,6,Noah Thornton,Li-Moore
58832,AAED3b6e7961F40,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,1.0,8,Kelli Fischer,Gutierrez-Taylor
58833,8bb1adBde9feb84,Other,Other,Qualified,2,Open,0,0,0.3,7,Sheri Blackwell,Rasmussen-Horton
58834,a4A5433216b61e8,Social Media,Social Media,New Lead,0,Open,0,0,-0.8,7,Patty Sharp,Evans-Shepard
58835,caF6eFaFbDd9c6C,Trade Show,Events,Qualified,2,Open,0,0,0.05,4,Stephen Lutz,Dudley-Oneill
58836,f4Cc9Ac9cACec0C,Other,Other,On Hold,6,Open,0,0,0.0,6,Angelica Ibarra,Mcneil Group
58837,1048Eb043AFA9d9,Google Ads,Paid Ads,Qualified,2,Open,0,0,-0.4,5,Aimee Murphy,Cook Inc
58838,A8De2d49Ff7B3B0,Networking Event,Events,Contacted,3,Open,0,0,-0.0308,8,Luis Marks,"Hughes, Cowan and Rice"
58839,AcFbef9469Fb6Ee,Partner Program,Referral / Partner,Qualified,2,Open,0,0,0.0,7,Shane Meyers,Moore PLC
58840,FFAce14E81D69cC,Webinars,Events,On Hold,6,Open,0,0,0.15,8,Sydney Shaw,"Escobar, Irwin and Lopez"
58841,FAF4BaC7E0AE428,Facebook Ads,Paid Ads,Qualified,2,Open,0,0,-0.0714,4,Tracey Haas,"Guzman, Patterson and Ramirez"
58842,22f5A6F62dff83a,LinkedIn Outreach,Outbound,Disqualified,9,Lost,0,1,0.0,5,Max Brewer,Lang LLC
58843,2bba27C3B3f57FE,Social Media,Social Media,Closed Lost,8,Lost,0,1,0.375,7,Sierra Branch,"Stuart, Garza and Shannon"
58844,b5E39D26098fFce,Other,Other,Disqualified,9,Lost,0,1,0.0,7,Luke Stone,"Warren, Allison and Cain"
58845,a55BE539154bDA7,Facebook Ads,Paid Ads,Closed Lost,8,Lost,0,1,0.0,4,Kerri Payne,"Barber, Thompson and Reed"
58846,fF0CA6F8fCA7afa,Social Media,Social Media,Contacted,3,Open,0,0,-0.3,4,Taylor Donovan,Beasley-Lamb
58847,b0fabeeaE1AC6Be,Chatbot,Inbound,Qualified,2,Open,0,0,0.0,5,Samantha Becker,Clark-Valencia
58848,559AAaaAe80A8e2,Direct Traffic,Inbound,New Lead,0,Open,0,0,0.0,5,Natasha Mccarthy,Peters-Huffman
58849,D0BD4e6DB02D516,Purchased List,Outbound,Closed Lost,8,Lost,0,1,0.5,8,Carolyn Parks,"Chang, Noble and Marquez"
58850,b5e19Cb69e55fF7,Podcast,Events,Qualified,2,Open,0,0,0.0,4,Loretta Wu,Robbins-Whitaker
58851,3fc27bf8bCd4Bc2,Website Form,Inbound,Closed Won,7,Won,1,1,0.1429,7,Roy Moody,Booth-Wells
58852,edB0eed21D24865,Direct Traffic,Inbound,Proposal Sent,4,Open,0,0,0.0,4,Elizabeth Garza,Todd-Daniel
58853,7aBefffCA5b62f1,Trade Show,Events,Closed Lost,8,Lost,0,1,0.0,6,Julie Harvey,Stewart Ltd
58854,450B04fA08fbCf6,Content Marketing,Inbound,Disqualified,9,Lost,0,1,0.1881,6,Mark Rollins,Knapp-Hardy
58855,5C197fF3cED297C,Social Media,Social Media,Closed Won,7,Won,1,1,0.0,8,Kirk Gonzalez,Carr Ltd
58856,cAbCFA07cd79B6a,Podcast,Events,Re-engagement,1,Open,0,0,0.0,6,Kristina Roy,"Owen, Stafford and Lutz"
58857,7fBFD02863fDE2A,Cold Email,Outbound,New Lead,0,Open,0,0,0.0,4,Betty Ramirez,Yates Group
58858,5a8C1c31FfeA398,Networking Event,Events,Closed Lost,8,Lost,0,1,0.0,5,Desiree Ross,Estrada LLC
58859,0Cec2Cdc7Fee1e9,Cold Call,Outbound,Closed Won,7,Won,1,1,0.1,8,Jo Wilkins,Reyes-Richmond
58860,67A9FC377aEaaDF,Website Form,Inbound,Disqualified,9,Lost,0,1,0.0,7,Natasha Richardson,Bennett-Elliott
58861,Ecfb27CafDCD1Ea,Other,Other,New Lead,0,Open,0,0,0.0,3,Desiree Allison,"Frye, Hebert and Hanna"
58862,1661d67Dcd799d4,Google Ads,Paid Ads,On Hold,6,Open,0,0,0.5,8,Zoe Houston,Lester-Blevins
58863,0eC2023eeF4c5CB,Organic Search (SEO),Inbound,Disqualified,9,Lost,0,1,0.0,6,Lori Parsons,Wells Group
58864,E70d58cD18D60AD,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,7,Bradley Lawrence,Mayo-Conway
58865,f5dD5b21de66afC,Organic Search (SEO),Inbound,Disqualified,9,Lost,0,1,0.0,4,Nathan Maldonado,"Cross, Burnett and Lewis"
58866,aA7ABDae3DDf34f,Purchased List,Outbound,Closed Lost,8,Lost,0,1,0.0,4,Cheryl Grant,"Kerr, Flynn and Everett"
58867,D7ad2BCe7eE2a4e,Other,Other,New Lead,0,Open,0,0,0.0,6,Carolyn Woods,"Mcintyre, Barron and Gordon"
58868,928bC451dF6d7BD,Other,Other,Proposal Sent,4,Open,0,0,0.0833,6,Bernard Richard,Davis and Sons
58869,58f827dC559B0da,Cold Call,Outbound,Closed Won,7,Won,1,1,0.35,4,Luke Baldwin,Mcclure-Conrad
58870,CA3F36C9D56E50B,Podcast,Events,Negotiation,5,Open,0,0,0.0,6,Jamie Malone,"Sloan, Stokes and Lutz"
58871,BbC3BF359fe18D6,Webinars,Events,Closed Won,7,Won,1,1,0.2,5,Richard Burgess,Cuevas Ltd
58872,Eeb992F95A5Fca4,Trade Show,Events,Disqualified,9,Lost,0,1,0.0833,6,Chelsey Oconnor,Vang LLC
58873,0BBbC1b19bFD136,Organic Search (SEO),Inbound,On Hold,6,Open,0,0,0.025,7,Walter Robbins,Hobbs Inc
58874,A2D5d00BBEbBAdA,Organic Search (SEO),Inbound,Closed Lost,8,Lost,0,1,0.0,6,Casey Acevedo,"Hebert, Glass and Farrell"
58875,4b303efca2D5fE3,Content Marketing,Inbound,New Lead,0,Open,0,0,0.0,4,Sandy Preston,"Fischer, Good and Gill"
58876,4F8F5dd3B59Df9F,Webinars,Events,Re-engagement,1,Open,0,0,0.2143,8,Gordon Duarte,Wallace PLC
58877,aDdb4d1dEBc7Ecb,Content Marketing,Inbound,Negotiation,5,Open,0,0,0.0,7,Joe Weeks,Hayes-Gay
58878,3BB2ab86C4BfdcF,Cold Email,Outbound,New Lead,0,Open,0,0,0.0,7,Kathryn Francis,Vang and Sons
58879,e274Eff8dABbE21,LinkedIn Outreach,Outbound,Re-engagement,1,Open,0,0,0.0,6,Don Sheppard,Bass Ltd
58880,5e758fcC44aeC34,Partner Program,Referral / Partner,Negotiation,5,Open,0,0,0.1,7,Mikayla Ellis,Clements-Hodges
58881,45a4Aa6AdaDCeDF,Other,Other,Qualified,2,Open,0,0,0.0,6,Christie Randall,Greene LLC
58882,3aa8FC7b7F01BfE,Webinars,Events,Contacted,3,Open,0,0,0.0,8,Rhonda Pace,Duran-Randolph
58883,b97d537830B4531,Referral,Referral / Partner,Contacted,3,Open,0,0,0.0,4,Daisy Gomez,Floyd Group
58884,7D689C0ACDbBACE,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,0.0,5,Carrie Spence,Tanner Ltd
58885,AE7C3ac9eab84b6,Referral,Referral / Partner,Proposal Sent,4,Open,0,0,-0.5,5,Gabriel Bryant,Bolton PLC
58886,3F06CDAafdFdAE8,Google Ads,Paid Ads,Disqualified,9,Lost,0,1,0.1905,5,Jason Frank,"Ballard, Gomez and Gates"
58887,22E9F0274B451FC,Purchased List,Outbound,Re-engagement,1,Open,0,0,0.0,4,Jaime Riggs,"Gates, Rocha and Frey"
58888,0EB67601350Ecc7,Trade Show,Events,Qualified,2,Open,0,0,0.1,8,Paige Randall,Mclaughlin-Hull
58889,050615061fCcBcd,Website Form,Inbound,New Lead,0,Open,0,0,0.3,4,Tonya Miles,Blake Ltd
58890,60c30dF2DCDdF9A,Networking Event,Events,Qualified,2,Open,0,0,-0.0667,8,Ashley Snow,Baird LLC
58891,DebCA9aA77b90Ef,Purchased List,Outbound,On Hold,6,Open,0,0,0.1,4,Glenn Rowe,Marks-Blake
58892,CFce1345aEa7Ff7,Chatbot,Inbound,Re-engagement,1,Open,0,0,0.0,6,Gina Fitzgerald,Tucker-Holden
58893,c655fcB5ba66FcC,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,0.4,4,Alfred Haley,"Sandoval, Bell and Sampson"
58894,1cf2dE0bad9de9a,Cold Call,Outbound,Closed Lost,8,Lost,0,1,0.0,3,Andrew Rodriguez,"Evans, Frazier and Richards"
58895,3Af2B60ad61ac3F,Webinars,Events,Qualified,2,Open,0,0,0.0,4,Lacey Williamson,Spence-Mcknight
58896,50fE0b1dA3badC4,Chatbot,Inbound,Disqualified,9,Lost,0,1,0.1,5,Brendan Vargas,Gilmore-Haas
58897,45A4baA1d0fc8A2,Cold Email,Outbound,Qualified,2,Open,0,0,0.1,7,Don Warren,Lutz-Kim
58898,7Da451Cc3FE5d69,Purchased List,Outbound,Proposal Sent,4,Open,0,0,0.0,7,Kellie Whitney,Moon-Dorsey
58899,7Bab8b83Bc50E46,Podcast,Events,On Hold,6,Open,0,0,-0.4,5,Juan Key,Mccoy-Crosby
58900,dD3166A953E7f0d,Cold Call,Outbound,Qualified,2,Open,0,0,0.0,6,James Guzman,Lyons-Villarreal
58901,fec85f5c4bA0Abe,Organic Search (SEO),Inbound,Proposal Sent,4,Open,0,0,0.0,6,Janice Frazier,"Gordon, Heath and Thompson"
58902,5BdCdbc7ec3E67e,Social Media,Social Media,Re-engagement,1,Open,0,0,0.4,7,Heather Cowan,"Shaffer, Green and Howard"
58903,D62BCbB15CcC4D1,Purchased List,Outbound,Contacted,3,Open,0,0,0.1,7,Hayley Guzman,Brennan-Huerta
58904,DD75ef21432A673,Direct Traffic,Inbound,On Hold,6,Open,0,0,0.2,4,Jennifer Hardin,Olson-Garza
58905,41622F7a7AB987d,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,0.4,7,Peggy Mccormick,Acevedo-Nixon
58906,Faac7CF9F1B3a33,Cold Call,Outbound,Closed Won,7,Won,1,1,0.0,5,Brandy Dougherty,Shelton Inc
58907,5Da9ddf78Aa18E6,Purchased List,Outbound,Closed Lost,8,Lost,0,1,0.0,7,Jaclyn Simon,Richardson-Henderson
58908,bab8F7f64f8df0F,Trade Show,Events,Disqualified,9,Lost,0,1,-0.1562,6,Jaclyn Harper,"Cooke, Mcdowell and Chandler"
58909,05Dac7e7FA7eA3C,Content Marketing,Inbound,Disqualified,9,Lost,0,1,0.0,4,Ashley Rowe,Hatfield PLC
58910,8F2E218EAf00AF6,Referral,Referral / Partner,Qualified,2,Open,0,0,0.1,7,Steven Jensen,Brock-Pope
58911,1fbEcf994f4EF13,Podcast,Events,New Lead,0,Open,0,0,0.0,5,Terry Donovan,Henderson-Melendez
58912,06c8e063fE58C9d,Partner Program,Referral / Partner,Closed Lost,8,Lost,0,1,-0.0625,4,Dylan Curtis,"Booker, Ross and Burke"
58913,5Ce7c175bdDa8bA,Website Form,Inbound,Proposal Sent,4,Open,0,0,0.05,5,Rhonda Bradford,"Rose, Flowers and Neal"
58914,deC45cf5CFB0dc5,Chatbot,Inbound,On Hold,6,Open,0,0,0.0,3,Caitlin Oliver,Frederick and Sons
58915,A6fCBf91FBEAc04,Trade Show,Events,Closed Lost,8,Lost,0,1,0.0,6,Frank Rasmussen,Grimes Ltd
58916,D5Bb529e0DF0dB4,Cold Call,Outbound,Proposal Sent,4,Open,0,0,0.0,6,David Tapia,Calderon Inc
58917,eCbd5F5af9D1b55,Cold Email,Outbound,Proposal Sent,4,Open,0,0,0.0,7,Clarence Garrett,Obrien-Valentine
58918,2e315Cd51afbaac,Facebook Ads,Paid Ads,Closed Won,7,Won,1,1,0.7,4,Meagan Mccall,"Kaiser, Le and Copeland"
58919,ad8C2d5B8fA4CBe,Networking Event,Events,Closed Won,7,Won,1,1,0.5,5,Nicolas James,Hooper-Nixon
58920,E0d2DbeE686fadF,Referral,Referral / Partner,Closed Lost,8,Lost,0,1,0.8,6,Kellie Kennedy,Montes Group
58921,d2B95f2bdB9748F,Google Ads,Paid Ads,Closed Lost,8,Lost,0,1,0.25,7,Patrick Mccann,Gutierrez-Rose
58922,D244Bd15d43d7Da,Website Form,Inbound,Contacted,3,Open,0,0,0.0,6,Grace Estrada,"Lowe, Munoz and Harper"
58923,Eb7F9dE9cBfaE8C,Chatbot,Inbound,Qualified,2,Open,0,0,0.2375,4,Nathan Pitts,"Hoffman, Riddle and Owen"
58924,c73Ea66aAEFaD40,Cold Call,Outbound,New Lead,0,Open,0,0,0.0,4,Jane Singleton,"Austin, Horne and Harmon"
58925,2ABD16DD48EDBB5,LinkedIn Outreach,Outbound,Proposal Sent,4,Open,0,0,0.0,6,Gabriela Conner,Atkins and Sons
58926,DFDe7578d120014,Cold Email,Outbound,Negotiation,5,Open,0,0,0.0,3,Madeline Flynn,Haas Ltd
58927,3D0def41Bb03dbc,Social Media,Social Media,Contacted,3,Open,0,0,0.5,6,Marvin Miller,Mosley-Cook
58928,d4f4ae20dadD822,Networking Event,Events,Qualified,2,Open,0,0,0.0,4,Kelli Hickman,Hodges-Preston
58929,3edEeeb3e73CF1c,Social Media,Social Media,Disqualified,9,Lost,0,1,0.0,5,Carl Vincent,Snow-Pugh
58930,acebFb068BDcEED,Trade Show,Events,Negotiation,5,Open,0,0,0.0,6,Manuel Davenport,Parsons LLC
58931,7F4f367dDBB2a1f,Podcast,Events,Closed Lost,8,Lost,0,1,-0.0875,6,Troy Todd,Callahan-Salas
58932,B8C7cCfcFb4D9Cf,Trade Show,Events,Negotiation,5,Open,0,0,0.1,4,Leon Goodman,"Jenkins, Frye and Moyer"
58933,a56449660ebBf6e,Content Marketing,Inbound,Negotiation,5,Open,0,0,0.0,6,Theodore Cruz,Chang and Sons
58934,31edAb9E87fFeFd,Podcast,Events,Closed Lost,8,Lost,0,1,0.1364,3,Gene Conley,Carr-Flynn
58935,BadB990D5f0229d,Purchased List,Outbound,Negotiation,5,Open,0,0,0.2,7,Janet Mayer,"Moon, Dickerson and Huff"
58936,f196efcC0EBfbc7,Google Ads,Paid Ads,Closed Won,7,Won,1,1,0.0,6,Ricardo Carey,Davidson-Wheeler
58937,c5dFB06faeE6E3D,Google Ads,Paid Ads,New Lead,0,Open,0,0,0.175,6,Trevor Meza,Henderson and Sons
58938,f0b5AcBdf0BA8C6,Podcast,Events,Closed Lost,8,Lost,0,1,0.0,4,Jane Morrison,Ewing Inc
58939,d0a6a7F2DCfEDA1,Direct Traffic,Inbound,Contacted,3,Open,0,0,0.4,4,Perry Jacobson,Frye and Sons
58940,64baaAF7969bdFf,Direct Traffic,Inbound,New Lead,0,Open,0,0,0.0406,8,Bonnie Liu,"Kaufman, Lynch and Cross"
58941,8ce9f896b9F30a0,LinkedIn Outreach,Outbound,Contacted,3,Open,0,0,0.0,6,Stacey Livingston,Nelson-Tyler
58942,5aCfD4AEA8D7B3F,Trade Show,Events,Qualified,2,Open,0,0,0.0,4,Yesenia Irwin,Bradley Ltd
58943,FFF70035E87CDb7,Referral,Referral / Partner,Re-engagement,1,Open,0,0,0.3333,7,Roy Austin,Leonard-Buck
58944,68C63e62DC7BAea,Facebook Ads,Paid Ads,Qualified,2,Open,0,0,0.4167,3,Jermaine Frey,Butler and Sons
58945,c1088eA15b8D33f,Cold Email,Outbound,On Hold,6,Open,0,0,0.0,3,Ruben Fuller,Rowland-Howe
58946,FBB59e25fABeb3c,Webinars,Events,On Hold,6,Open,0,0,0.0,4,Clifford Shields,Frank Ltd
58947,c9Ac35bf558bE7C,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,0.0,8,Danielle Marks,"Pineda, Cameron and Mosley"
58948,526B1E70408eE30,Organic Search (SEO),Inbound,Negotiation,5,Open,0,0,0.0,4,Roberto Houston,Beltran-Vincent
58949,D5CEFf08f6ba854,Retargeting Ads,Paid Ads,Disqualified,9,Lost,0,1,-0.35,6,Chelsey Zhang,"Stanton, Williamson and Franklin"
58950,E72c09CFB0725Cb,Content Marketing,Inbound,New Lead,0,Open,0,0,0.0,6,Pam Welch,Bowers-Gregory
58951,cABa36B7640acd9,Networking Event,Events,New Lead,0,Open,0,0,0.0,4,Rickey Davila,Richard-Kaufman
58952,1edB53536C6c383,Organic Search (SEO),Inbound,Closed Won,7,Won,1,1,0.0,4,Julia Lucas,"Patton, White and Holland"
58953,bAe0C98BDd7B421,Google Ads,Paid Ads,Re-engagement,1,Open,0,0,0.0,6,Gilbert Mckenzie,"Patel, Dodson and Miranda"
58954,1DabfA6c2EFAccA,Content Marketing,Inbound,Negotiation,5,Open,0,0,0.2,7,Jared Rubio,"Blair, Jimenez and Wilkerson"
58955,1c1CE5C7b74C1c8,Trade Show,Events,Contacted,3,Open,0,0,0.7,5,Heather Barry,Gordon Inc
58956,aaFd4E629CF8557,Retargeting Ads,Paid Ads,On Hold,6,Open,0,0,0.8,5,Herbert Walters,Mejia Group
58957,BaEa34aDdF8aa77,Trade Show,Events,New Lead,0,Open,0,0,0.0,8,Kristin Grimes,"Werner, Werner and Rosario"
58958,7bEEf9ca81e385c,Cold Call,Outbound,Re-engagement,1,Open,0,0,0.3,5,Tanya Jenkins,Hooper-Dunn
58959,305Fe3E3DC2a2B3,Google Ads,Paid Ads,Negotiation,5,Open,0,0,0.0,4,Juan Harvey,"Watkins, Strong and Ashley"
58960,3bFAc54Dd4c61CF,Podcast,Events,New Lead,0,Open,0,0,0.0,5,Donald Arroyo,Downs Group
58961,A170e841f07CFF5,Podcast,Events,New Lead,0,Open,0,0,0.0,3,Carlos Woodward,White-Mccormick
58962,a31Feb0EFEbB920,Cold Email,Outbound,Contacted,3,Open,0,0,0.0,8,Sydney Bautista,"Wright, Owen and Rocha"
58963,e5af8099513bC93,Website Form,Inbound,Disqualified,9,Lost,0,1,0.1786,6,Nicholas Short,Russo-Sutton
58964,4f10BAd1929aAAF,Retargeting Ads,Paid Ads,On Hold,6,Open,0,0,0.0,7,Elaine Salas,Stevens Inc
58965,7Ea56e49Dad20c9,Retargeting Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.0,4,Wesley Juarez,"Duran, Griffith and Lindsey"
58966,f4273fe1Ea8eaAE,Google Ads,Paid Ads,Disqualified,9,Lost,0,1,0.25,8,Kayla Byrd,Charles-Herrera
58967,b718d6DFe4e45Bd,Content Marketing,Inbound,Closed Won,7,Won,1,1,0.35,6,Dalton Yoder,"Parker, Acevedo and Gibson"
58968,570EB4f6742B820,Retargeting Ads,Paid Ads,Negotiation,5,Open,0,0,0.5,7,Jimmy Thornton,Sawyer and Sons
58969,90D3CDEf7C74BFe,Organic Search (SEO),Inbound,Disqualified,9,Lost,0,1,0.2,7,Chris Orozco,Tyler-Santiago
58970,7A145e8BF26C0A4,Purchased List,Outbound,Closed Won,7,Won,1,1,0.5,7,Vicki Durham,Dorsey-Cobb
58971,99aBd0A0fbbec75,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,4,Karina Potts,"Lynn, Vasquez and Fletcher"
58972,Fc1eecDc6e7321c,Referral,Referral / Partner,Proposal Sent,4,Open,0,0,0.0,4,Christopher Potter,"Benitez, Taylor and Walls"
58973,3Fa8eaE92e89a1D,Trade Show,Events,Disqualified,9,Lost,0,1,0.0,3,Stephen Powell,Vasquez-Peterson
58974,5FdcaCdDaE9F00a,Partner Program,Referral / Partner,Negotiation,5,Open,0,0,0.0,7,Duane Myers,"Glover, Donaldson and Heath"
58975,99dcF6EaE316db1,Webinars,Events,Proposal Sent,4,Open,0,0,0.0,4,Alisha Ayala,"Gibson, Bowen and Walsh"
58976,44FF1b7FD4055AE,Chatbot,Inbound,Contacted,3,Open,0,0,0.0,8,Shane Lozano,Brandt PLC
58977,8a55f2D778f65C0,Chatbot,Inbound,Contacted,3,Open,0,0,0.0,5,Adrian Terry,Oneal-Hatfield
58978,69D87F0E38A5FAc,Partner Program,Referral / Partner,Closed Won,7,Won,1,1,0.0,4,Gavin Hogan,Miles-Rubio
58979,10AbfA39Da1f0F2,Other,Other,On Hold,6,Open,0,0,0.0,6,Lynn Wu,"Cochran, Leonard and Mathis"
58980,e5e26B3Dd34F0b5,Webinars,Events,New Lead,0,Open,0,0,0.0,3,Joann Barajas,Stokes Ltd
58981,B4d9A6EF54247b5,Content Marketing,Inbound,New Lead,0,Open,0,0,0.0,6,Jacqueline Escobar,Riddle PLC
58982,a5937baAb83Cb31,Cold Call,Outbound,On Hold,6,Open,0,0,0.575,6,Briana Bean,Bolton-Frazier
58983,D6F1decAdb9F3F8,Direct Traffic,Inbound,Disqualified,9,Lost,0,1,0.0,4,Edward Chaney,Snyder-Hart
58984,2d5787293EfCF49,Purchased List,Outbound,Closed Won,7,Won,1,1,0.2,7,Raven Lowery,Tucker LLC
58985,c2B2aad1972fB15,Cold Email,Outbound,Negotiation,5,Open,0,0,0.0375,8,Sergio Randolph,Holloway Group
58986,47a8Ba99F03EF72,Google Ads,Paid Ads,Disqualified,9,Lost,0,1,0.0,7,Jay Sutton,Byrd and Sons
58987,4BFfB0EBEA2b9b2,Trade Show,Events,New Lead,0,Open,0,0,0.0,5,Caroline Keller,Poole Inc
58988,96Fc7E549FFE41D,Podcast,Events,Negotiation,5,Open,0,0,0.0,4,Sergio Hardin,Walter Ltd
58989,eeBdB0BdAfB0cEC,Referral,Referral / Partner,Closed Lost,8,Lost,0,1,0.0,6,Kimberly Brown,Delgado-Benson
58990,6aED73Fe6eADC21,Other,Other,Qualified,2,Open,0,0,0.2667,6,Benjamin Hansen,Snyder-Snow
58991,B7fEC4bb93abaF6,Chatbot,Inbound,On Hold,6,Open,0,0,0.1444,8,Corey Cervantes,"Trujillo, Larson and Ferrell"
58992,c858fEB6ECf85ed,Podcast,Events,On Hold,6,Open,0,0,0.0,4,Norman Shepard,Haynes and Sons
58993,f6bCdA1b945B30f,Organic Search (SEO),Inbound,New Lead,0,Open,0,0,-0.3125,4,Hunter Harrington,Murphy Ltd
58994,80172438B1ec2a0,Retargeting Ads,Paid Ads,Disqualified,9,Lost,0,1,0.4,4,Katelyn Bonilla,Pearson-Kirby
58995,D5bC4EF248AF179,Networking Event,Events,New Lead,0,Open,0,0,0.0625,3,Deanna Price,Rosales-Doyle
58996,0c85E77827F50B9,Webinars,Events,On Hold,6,Open,0,0,0.0,4,Laurie Norton,Lopez PLC
58997,dCDDDCd9b81c88b,Chatbot,Inbound,Closed Lost,8,Lost,0,1,-0.1,6,Marilyn Cortez,Stephenson PLC
58998,aDD8A6fb320bdA4,Retargeting Ads,Paid Ads,Qualified,2,Open,0,0,0.0,5,Martin Lucas,House-Howard
58999,f0F1F74bab9e3Af,Website Form,Inbound,New Lead,0,Open,0,0,0.0,5,Teresa Fletcher,"Wade, Mcintosh and Bradley"
